Index,Elevation,Aspect,Slope,Horiz_dist_hydro,Vertical_dist_hydro,Horiz_dist_roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horiz_dist_firepoints,Cover_Type,Wilderness_Area,Soil_Type
53753,2882,58,4,240,2,3720,223,230,143,3510,2,1,29
53754,2619,66,3,150,17,1653,222,233,147,977,3,3,2
53755,3047,321,20,216,26,768,163,215,190,1563,1,3,22
53756,3293,37,17,685,217,721,217,201,114,819,1,1,22
53757,3166,96,9,366,30,4566,234,228,125,2062,2,1,29
53758,3263,306,14,150,42,2115,180,231,191,1968,2,2,23
53759,3126,99,22,283,10,972,250,204,72,1138,2,3,22
53760,2895,9,14,30,8,577,203,211,143,1643,2,3,24
53761,2775,114,6,67,3,2658,230,234,138,1986,2,1,12
53762,2609,189,24,153,109,1487,213,249,156,1279,2,3,11
53763,2687,90,5,120,-1,1061,227,232,139,1974,2,1,12
53764,3008,132,13,85,15,2634,240,233,121,582,1,1,29
53765,3208,70,5,488,105,3034,225,230,140,3694,1,1,29
53766,3360,50,12,234,38,2038,225,213,120,3435,7,1,38
53767,3152,146,14,750,111,999,238,238,127,2040,2,3,33
53768,3261,180,12,525,38,2941,224,247,154,2941,2,3,32
53769,2988,343,16,566,229,680,187,215,166,1406,2,3,33
53770,3380,309,12,90,16,2291,187,232,185,1565,1,3,38
53771,3060,131,18,95,23,3432,246,227,102,2825,1,1,30
53772,2709,49,23,212,67,1664,223,184,85,1266,2,3,24
53773,3231,259,1,351,21,5532,216,239,161,1275,1,1,23
53774,2240,333,34,255,140,1187,125,176,179,1130,3,4,10
53775,2725,62,16,216,38,1654,232,206,102,443,2,1,29
53776,3054,289,19,277,59,2538,164,234,209,1383,2,3,31
53777,3187,25,19,270,78,3937,207,195,118,1989,2,3,39
53778,3149,153,23,450,72,1047,241,233,109,2205,1,1,29
53779,3058,142,14,258,30,4357,239,236,123,2524,2,1,29
53780,2986,56,11,300,47,534,227,217,122,2118,2,3,32
53781,2514,129,13,90,-28,1307,241,232,118,1481,3,3,4
53782,3228,66,17,0,0,2430,234,204,96,1645,1,3,23
53783,3038,247,20,395,117,2966,173,250,212,2308,1,3,23
53784,2808,156,6,382,82,3144,228,241,147,6315,1,1,12
53785,2809,282,9,124,11,630,195,241,186,547,2,1,23
53786,2454,312,29,90,48,1057,130,205,208,732,2,4,10
53787,3070,40,8,402,71,3074,221,222,135,1579,2,3,32
53788,2715,194,17,108,43,1591,215,252,165,1290,2,3,10
53789,2809,96,20,458,176,2403,248,206,78,2089,3,3,10
53790,3308,61,2,60,1,5523,221,234,149,659,1,1,38
53791,3143,93,17,85,22,1504,244,212,92,1392,2,1,29
53792,2888,173,10,201,39,2974,226,245,151,2461,2,1,12
53793,2646,54,4,0,0,1556,222,230,143,577,1,3,33
53794,3232,335,4,404,48,242,211,234,162,1170,1,3,31
53795,3071,39,10,0,0,3653,221,217,130,426,1,3,23
53796,3245,204,17,636,31,594,208,253,175,2557,2,3,13
53797,2638,68,14,360,68,792,233,212,108,2436,2,1,12
53798,3470,290,10,192,30,5262,193,239,185,4110,7,3,38
53799,2342,93,12,124,-5,390,239,222,111,648,3,4,2
53800,2398,328,22,170,88,731,162,209,184,618,6,4,10
53801,3140,103,9,108,0,1321,236,228,122,1199,2,1,29
53802,2136,341,24,134,41,395,162,196,168,466,3,4,10
53803,3214,353,6,108,0,5474,210,230,158,882,1,1,22
53804,3198,247,7,30,-2,3076,205,246,179,4978,1,1,29
53805,3087,152,11,30,-8,902,234,240,136,1732,1,1,23
53806,2660,28,23,120,54,1951,203,182,105,6986,2,1,29
53807,2843,36,13,330,22,2724,219,211,126,3734,1,1,29
53808,2242,329,21,95,42,1319,166,210,181,658,6,4,10
53809,2812,303,19,408,132,1405,165,228,202,1245,2,3,24
53810,2426,81,17,30,8,731,241,208,91,1148,3,4,5
53811,3009,43,9,30,2,1943,222,220,133,1442,1,1,29
53812,2859,32,12,150,-9,1885,217,214,130,1917,2,3,31
53813,2986,217,5,350,106,636,215,245,167,1657,2,3,31
53814,3415,292,14,454,76,1602,181,237,196,912,7,3,38
53815,3077,126,13,408,-15,6792,242,231,115,2634,2,1,29
53816,3091,326,16,108,-10,3896,179,221,181,1733,1,3,22
53817,2786,88,28,150,76,283,248,182,43,1385,5,1,30
53818,2877,29,12,470,131,1200,216,214,133,2764,2,3,11
53819,2805,282,15,424,111,1471,179,240,201,1290,2,3,24
53820,2519,173,28,295,133,313,224,240,128,990,3,3,4
53821,2901,4,19,108,22,4021,191,199,142,2700,2,1,29
53822,2842,233,24,120,16,1136,174,253,209,1761,2,3,4
53823,2409,23,10,30,5,1136,214,218,139,1022,6,3,10
53824,3271,139,21,511,48,3029,246,228,99,3196,2,3,32
53825,2978,3,5,175,-28,2131,213,230,155,1253,1,1,29
53826,2687,82,7,255,15,297,230,228,132,1200,2,3,11
53827,2793,106,13,120,9,2167,242,224,109,1387,2,1,30
53828,2708,76,9,228,11,1343,231,224,126,2108,2,3,17
53829,3212,13,15,300,31,1667,204,208,139,2024,2,2,33
53830,2900,341,35,180,83,210,126,165,164,883,1,1,30
53831,3152,285,7,85,3,1200,202,240,178,484,1,3,23
53832,3218,95,9,537,76,2848,234,227,124,4400,1,1,39
53833,2746,178,18,120,27,1411,225,247,147,2492,2,3,10
53834,2802,4,12,134,26,2059,204,218,150,2551,2,1,29
53835,2574,225,32,30,15,1974,161,250,209,446,3,3,4
53836,2773,284,30,300,125,1073,123,224,233,1463,2,3,28
53837,2871,307,9,297,18,2455,194,235,180,2554,2,1,23
53838,3115,46,31,150,56,1351,212,157,59,430,1,1,22
53839,2290,131,30,67,33,1080,252,208,60,907,3,4,6
53840,3356,311,5,192,19,1325,205,236,170,2067,1,3,32
53841,2977,30,13,95,-2,1579,216,212,130,1377,2,3,33
53842,2898,196,25,95,42,571,206,251,166,1594,2,3,13
53843,2777,84,7,150,20,2851,230,228,131,4736,2,1,24
53844,2898,125,9,180,-5,3569,236,234,128,1710,2,1,12
53845,3023,79,21,404,156,1804,242,198,76,2771,1,3,33
53846,2977,91,24,150,34,1813,248,194,60,2470,2,3,32
53847,2959,76,19,335,162,350,239,202,86,1499,1,1,29
53848,3130,61,2,685,49,1878,221,234,149,2689,1,3,32
53849,2825,168,25,162,63,4071,230,241,127,5359,2,1,30
53850,3381,318,18,402,96,1110,171,221,189,2860,1,3,32
53851,2409,76,16,335,157,1168,238,209,97,1189,3,4,2
53852,2704,123,16,42,8,2268,246,226,103,5303,2,1,29
53853,3250,83,9,573,110,1277,233,224,122,1987,1,1,29
53854,2576,15,13,30,2,726,208,213,141,2084,2,1,16
53855,3090,37,5,120,5,1338,220,229,146,1549,2,2,23
53856,3264,333,14,192,38,1934,186,221,174,382,7,3,39
53857,2439,55,4,30,-4,1179,222,231,145,702,6,3,10
53858,2947,49,10,295,0,1484,224,218,127,247,2,3,32
53859,3267,65,16,319,77,5513,233,205,98,1194,2,1,29
53860,2803,354,13,134,24,3259,198,217,157,994,2,3,24
53861,2564,97,16,323,-13,485,244,215,96,1115,2,1,12
53862,3210,153,1,95,0,5206,220,238,155,816,1,1,22
53863,3268,289,17,313,61,564,170,236,205,1008,1,2,33
53864,3144,35,11,450,75,4301,219,215,130,2056,2,1,29
53865,3211,78,8,582,200,2536,231,226,128,2799,1,3,31
53866,2763,126,26,90,34,3215,252,212,70,1752,2,1,29
53867,2809,302,9,30,0,2138,196,236,180,2583,2,1,23
53868,2115,295,37,90,38,170,97,203,234,698,3,4,10
53869,2795,175,9,430,38,1914,225,245,153,2016,5,3,17
53870,3274,132,28,228,37,2225,251,212,68,1884,1,3,32
53871,3306,84,12,190,-7,1994,237,220,113,1140,7,3,39
53872,2347,351,29,120,59,342,155,177,150,466,3,4,10
53873,3302,311,15,90,34,5482,179,229,189,721,1,1,38
53874,2821,140,11,361,20,2471,236,237,130,2700,2,1,30
53875,3208,201,8,150,12,5390,217,247,165,1146,1,1,29
53876,3325,243,21,331,104,2006,175,251,210,3206,1,1,29
53877,1983,39,43,42,34,67,182,112,27,153,3,4,10
53878,2383,314,22,371,100,1080,155,216,199,1045,6,4,10
53879,2708,62,24,60,22,150,232,183,70,2067,5,1,30
53880,3194,63,8,390,0,911,227,224,131,1266,2,2,32
53881,3093,71,16,212,39,3631,236,208,99,2942,2,1,29
53882,2850,75,35,150,66,2281,237,152,0,1935,2,3,13
53883,2730,297,27,443,107,1026,136,220,220,1172,2,3,33
53884,2996,183,9,577,75,1972,223,246,157,2193,2,3,32
53885,3041,16,3,162,1,4625,217,232,153,319,2,1,30
53886,3032,122,12,175,0,2568,241,230,117,601,2,1,30
53887,3340,270,3,511,45,912,212,240,166,1511,7,3,32
53888,3085,183,23,365,54,2460,219,248,149,3136,2,3,33
53889,3092,324,6,30,1,3774,204,233,168,900,1,1,23
53890,3057,225,1,510,66,5788,217,240,160,5019,1,1,12
53891,3306,332,16,604,23,3598,181,218,176,3571,7,3,40
53892,2920,352,14,85,12,3462,195,216,158,1790,2,1,29
53893,2923,9,12,0,0,2039,206,216,146,858,1,1,20
53894,3276,153,18,752,62,685,239,238,122,2797,2,3,13
53895,3219,38,3,234,-1,5629,219,233,150,1779,1,1,22
53896,2952,45,8,127,13,2254,223,222,134,1984,1,1,29
53897,3230,182,23,150,24,1924,220,248,149,1605,1,3,33
53898,2581,35,9,247,55,433,219,220,136,927,3,4,6
53899,3297,306,10,618,146,3127,192,235,183,799,1,3,32
53900,2209,287,27,67,42,1092,134,226,227,624,3,4,10
53901,3193,156,19,319,102,5118,238,239,123,1643,1,1,29
53902,2739,42,20,228,89,1209,219,192,100,2164,2,1,12
53903,2847,121,10,30,7,5862,237,232,125,4473,2,1,30
53904,2913,46,14,30,4,1980,224,210,117,2106,1,3,23
53905,2225,351,25,30,16,1120,167,189,154,636,3,4,10
53906,3389,287,6,351,13,3013,202,240,177,1953,1,1,39
53907,3116,31,6,268,26,2041,219,228,145,2108,2,1,29
53908,3219,135,0,0,0,5823,219,238,156,691,1,1,23
53909,3195,225,2,459,11,1057,216,241,162,1959,2,3,23
53910,2689,78,31,67,37,90,242,168,33,1237,5,1,30
53911,2676,4,15,0,0,752,200,211,147,1995,2,3,33
53912,3268,290,8,30,3,5430,198,239,181,272,2,1,38
53913,3253,81,34,67,25,1657,242,160,19,726,7,3,39
53914,3325,297,9,371,57,3312,195,237,182,1657,1,1,39
53915,3334,164,16,371,75,3113,233,243,136,1226,1,3,32
53916,3248,158,19,258,82,793,237,240,125,2022,1,2,13
53917,2797,85,8,30,4,990,232,227,128,2551,5,3,11
53918,2854,22,8,437,75,1299,215,224,145,2769,2,3,26
53919,2952,243,7,242,43,5225,207,246,176,4068,2,1,29
53920,3515,297,6,395,68,1481,202,238,175,1950,7,2,40
53921,2608,191,9,228,4,1518,220,247,161,947,3,3,2
53922,2735,136,15,90,6,2051,242,233,117,1263,2,1,12
53923,2738,37,17,42,12,1312,217,200,113,2612,2,3,10
53924,2642,262,17,60,16,750,175,246,209,1463,2,1,30
53925,2730,18,21,335,150,1260,198,190,122,808,2,3,33
53926,3149,131,13,201,49,3331,241,232,119,3194,2,1,39
53927,2919,243,7,365,19,5472,207,246,176,4011,2,1,29
53928,3245,40,4,134,17,4243,220,231,147,1061,1,1,39
53929,2809,109,16,124,38,552,246,220,98,1080,2,1,30
53930,2404,248,25,234,45,295,158,249,221,607,3,4,10
53931,2451,318,26,446,185,1170,142,205,198,696,3,4,10
53932,3194,249,11,218,-12,778,197,248,189,2284,2,3,23
53933,2952,5,13,0,0,3601,204,215,148,2550,2,1,23
53934,3146,108,5,108,8,780,228,234,141,2283,1,2,23
53935,3185,128,21,384,93,297,249,222,91,4013,2,2,22
53936,3280,112,10,421,56,1290,238,229,121,2291,1,1,29
53937,3066,237,12,510,101,1438,199,250,187,524,2,3,13
53938,3065,282,29,150,32,2809,127,227,232,1645,1,3,32
53939,2740,61,6,300,23,417,225,228,137,2676,2,1,29
53940,3152,96,16,120,26,3046,244,216,97,5268,1,1,30
53941,2873,291,9,60,-7,1679,194,239,184,1489,5,3,23
53942,3097,359,16,201,34,384,195,210,151,1261,2,1,22
53943,3104,113,4,60,0,720,226,236,145,1897,1,1,23
53944,2810,40,19,120,8,892,218,196,106,1978,2,1,30
53945,2546,24,9,30,3,1458,216,222,142,1291,6,3,10
53946,2840,53,7,42,0,3772,224,225,135,6148,2,1,29
53947,3085,163,8,85,7,2173,228,242,147,134,1,3,31
53948,3086,326,13,134,27,1530,189,226,177,3153,2,3,31
53949,2822,49,13,180,4,2659,225,211,117,3797,2,1,23
53950,3073,190,5,134,3,1660,220,244,159,579,1,1,23
53951,3013,0,5,30,1,3480,213,231,156,1932,2,1,29
53952,2639,56,18,256,103,417,229,200,98,1482,6,3,10
53953,2929,227,8,127,13,5153,209,248,175,3979,2,1,29
53954,2783,340,6,170,16,2206,207,231,163,2714,2,1,30
53955,2797,137,8,210,13,2040,233,237,135,1243,2,1,30
53956,3016,320,12,85,9,2731,190,229,179,2213,1,3,24
53957,3153,143,9,162,25,2469,233,238,136,525,1,3,23
53958,3142,155,15,60,10,3126,236,240,130,3335,1,1,39
53959,2664,208,29,85,40,576,185,251,185,1434,2,3,13
53960,3343,61,20,120,0,2431,232,195,87,4183,1,2,35
53961,3119,38,15,648,-52,4214,218,205,118,4341,1,1,23
53962,2786,107,10,175,15,1006,237,228,121,2486,2,3,11
53963,2722,345,24,268,111,1768,164,194,163,2548,6,3,10
53964,2906,239,4,240,10,5598,212,243,169,6376,1,1,16
53965,3014,324,21,576,245,738,164,213,187,1403,2,3,33
53966,3182,152,10,218,37,1114,233,240,137,1966,1,2,23
53967,3308,83,34,339,130,3865,244,161,18,2565,1,1,39
53968,3046,266,18,60,16,1387,171,245,211,2527,1,3,22
53969,3233,144,10,319,58,1790,235,238,133,1425,1,2,33
53970,2489,72,7,0,0,210,228,227,133,1398,6,3,10
53971,3003,185,18,234,49,1240,220,250,155,618,2,3,13
53972,3369,199,25,297,77,4447,203,252,171,2976,1,3,33
53973,3132,124,5,0,0,4379,229,236,140,1740,1,1,19
53974,2989,192,13,306,103,1820,219,250,162,967,2,3,33
53975,2982,302,21,598,51,2012,156,225,207,1090,1,3,23
53976,2766,11,11,182,15,1242,209,218,146,2197,2,3,10
53977,2423,39,9,459,181,1495,221,220,134,661,3,4,6
53978,2721,74,8,268,35,1443,230,224,127,3810,2,1,12
53979,2838,53,9,60,-3,552,226,220,128,1207,2,3,32
53980,3191,0,14,607,173,4518,199,214,151,2184,1,1,29
53981,2994,22,27,162,76,2616,192,170,102,2047,1,3,33
53982,2922,57,17,700,-29,926,230,203,100,532,1,3,33
53983,2952,357,22,201,27,324,180,194,148,497,2,3,31
53984,3400,105,7,90,3,2317,233,231,130,3618,7,1,38
53985,3150,24,11,42,2,2197,214,215,136,2789,1,1,23
53986,3224,236,14,212,40,1012,195,251,192,240,1,3,32
53987,3230,328,12,366,82,742,190,226,175,1897,2,1,29
53988,3412,198,11,603,19,3348,217,249,166,85,1,3,38
53989,2990,41,9,150,23,175,221,219,132,540,2,3,31
53990,2647,89,14,67,8,2190,240,217,104,2503,3,3,2
53991,2676,201,4,390,-9,931,218,243,161,1816,2,1,12
53992,2817,224,19,124,45,1790,191,254,195,2242,2,3,13
53993,3230,188,12,283,55,1842,221,249,160,1423,1,2,23
53994,2402,195,15,60,6,779,216,251,165,1168,3,3,3
53995,2655,342,15,30,8,955,187,215,167,1910,2,1,29
53996,2365,318,27,85,39,134,139,204,199,361,3,4,10
53997,2885,155,11,350,41,2419,233,241,139,2083,2,3,26
53998,3303,120,18,495,103,313,248,222,95,390,2,2,32
53999,2817,331,28,256,111,2948,145,194,182,1801,2,1,29
54000,3291,319,16,295,62,4790,178,224,186,2820,1,3,32
54001,3233,323,5,319,54,4431,208,235,166,2899,1,1,22
54002,3276,61,16,162,-21,1804,232,204,100,1018,7,3,39
54003,2998,299,6,162,1,671,202,238,175,1489,1,2,23
54004,2732,39,20,162,44,1183,216,191,103,1637,2,3,10
54005,2971,228,31,324,160,1572,158,250,213,474,2,3,13
54006,3127,238,16,379,76,3089,190,252,198,430,2,3,32
54007,2874,102,23,661,241,2525,251,202,66,1873,3,3,10
54008,3065,262,23,474,154,5743,156,244,223,1302,2,1,29
54009,2972,70,5,480,27,4351,225,230,140,5550,2,1,12
54010,3069,15,11,659,210,1793,211,218,143,3174,1,3,31
54011,2872,53,15,335,103,2713,227,207,109,2706,2,1,12
54012,3264,45,14,212,38,4446,223,209,117,1392,1,1,23
54013,2821,34,5,60,-3,1600,219,228,146,2503,2,1,29
54014,2940,126,9,376,105,2979,235,234,130,3282,2,1,30
54015,2987,227,22,192,78,2630,182,254,201,1708,2,3,33
54016,2920,5,19,324,3,663,192,199,140,182,2,3,33
54017,3111,294,12,218,71,541,186,237,191,1442,1,2,22
54018,3027,239,10,794,131,5858,202,249,184,5610,2,1,29
54019,2519,38,32,258,-80,977,202,154,67,1074,6,3,10
54020,3189,268,16,319,73,3803,176,245,207,1438,1,3,39
54021,3080,91,19,391,-88,899,246,206,81,849,1,1,29
54022,2987,332,12,510,92,1036,191,224,172,1745,2,3,33
54023,3092,49,17,240,-10,1723,225,200,103,3149,1,1,29
54024,3248,172,7,503,138,1651,225,244,152,2343,1,3,31
54025,2776,149,22,524,142,2670,243,232,106,2016,5,3,10
54026,2834,16,11,330,42,4212,211,217,142,5457,1,1,29
54027,3058,34,7,190,45,108,219,225,142,738,2,1,22
54028,2599,125,14,30,5,1632,242,230,113,1195,2,1,30
54029,2939,247,14,402,43,5541,190,250,197,5426,2,1,29
54030,3252,47,9,162,26,4511,223,221,132,1381,1,1,23
54031,3079,250,16,30,5,1443,185,250,202,2421,1,3,22
54032,3186,160,13,1100,78,3150,233,242,137,2448,2,3,33
54033,2803,3,19,351,108,2663,191,200,143,2016,2,1,29
54034,3303,223,11,120,28,2823,205,251,181,752,1,3,22
54035,2982,219,3,537,41,2067,216,242,163,2313,2,3,32
54036,3047,18,5,283,64,2989,216,230,151,400,2,3,32
54037,3212,298,28,418,118,360,132,218,220,942,1,2,22
54038,2408,60,13,162,32,1092,230,212,113,828,3,4,6
54039,3099,32,3,0,0,4153,219,232,150,1343,1,1,22
54040,3047,288,9,636,180,6070,194,240,186,3785,2,1,29
54041,3127,11,5,212,-7,3865,215,230,152,1482,1,1,29
54042,3142,25,13,85,0,4089,213,212,133,3171,1,1,23
54043,3261,66,14,511,27,1410,233,211,107,2275,1,1,39
54044,2979,59,21,395,179,420,231,190,83,1406,1,1,29
54045,3185,54,8,0,0,1495,225,223,131,2496,1,3,23
54046,2374,38,24,134,82,1213,212,180,91,1154,6,4,10
54047,3144,41,13,0,0,5050,221,211,123,1100,1,1,22
54048,2816,73,23,201,37,3060,239,190,70,636,2,3,10
54049,3211,225,4,484,30,5857,215,243,166,2416,1,1,22
54050,2742,10,15,170,-8,1211,202,209,141,2089,2,3,32
54051,3046,9,8,190,8,1711,211,224,150,1115,1,3,31
54052,2821,63,26,390,142,402,232,177,61,2006,2,1,29
54053,2659,354,15,30,12,1774,194,213,156,6828,2,1,29
54054,3236,36,6,785,68,1530,220,226,143,2539,2,2,23
54055,2898,144,13,242,60,895,238,237,127,2136,2,3,33
54056,3332,43,17,721,41,1950,221,200,108,2718,2,2,33
54057,2898,28,18,335,96,1310,210,198,118,2795,2,3,33
54058,3105,280,5,212,41,1450,205,240,174,1146,1,3,32
54059,3410,109,12,395,125,1994,241,226,113,1624,1,1,40
54060,3139,23,4,85,10,934,218,231,151,1909,1,1,22
54061,2168,346,33,175,68,459,138,168,156,400,3,4,10
54062,2725,19,16,90,-1,1167,207,204,131,1908,1,3,20
54063,3158,270,6,342,5,1631,205,242,176,390,1,3,23
54064,3116,327,13,150,33,3300,189,225,176,5048,1,1,29
54065,2961,102,6,228,65,3390,230,233,137,1657,2,1,29
54066,2525,318,22,134,72,721,159,215,194,516,6,3,10
54067,2858,58,10,510,32,810,228,218,123,1471,2,3,11
54068,2880,35,8,212,33,3958,219,223,139,6046,2,1,12
54069,3010,334,6,90,18,1025,206,232,164,2366,2,1,29
54070,2995,329,11,60,9,780,194,227,173,1190,2,2,22
54071,2879,139,13,212,17,3166,240,235,123,2147,2,1,29
54072,2957,9,6,216,29,1865,213,227,152,2646,2,3,23
54073,2843,35,13,134,16,3453,218,210,125,5393,2,1,12
54074,3180,311,24,646,123,210,148,215,204,2014,2,3,33
54075,3093,27,9,660,92,2125,217,221,140,2546,1,3,32
54076,2804,66,13,60,6,2281,232,214,111,3077,1,1,29
54077,2786,65,28,268,54,1150,233,170,51,1890,2,3,33
54078,3297,51,10,175,18,3554,225,219,127,2316,1,1,38
54079,3212,5,13,228,35,1731,204,215,148,1936,2,2,33
54080,3357,291,12,484,89,3204,185,238,193,1761,1,1,39
54081,2909,128,18,42,9,5581,247,226,100,4117,2,1,30
54082,2945,327,26,182,94,726,149,201,187,1513,2,3,24
54083,2840,124,12,0,0,5716,240,231,118,4535,2,1,30
54084,3176,69,17,301,7,1208,236,204,94,1200,1,1,30
54085,3247,323,16,324,70,4578,179,222,182,837,1,3,32
54086,2937,50,16,30,0,1489,225,202,106,1448,2,3,23
54087,2350,313,28,150,46,1120,133,205,206,1121,3,4,10
54088,3030,105,7,283,2,604,232,232,133,1224,1,1,22
54089,3060,343,9,277,49,2808,202,226,163,5991,1,1,29
54090,2938,26,22,234,33,1465,203,186,110,1574,1,1,29
54091,3062,120,20,120,30,2376,249,219,89,3272,1,1,29
54092,2299,75,24,175,85,1560,240,188,65,792,3,4,2
54093,2642,95,20,90,26,1585,247,207,80,180,3,3,10
54094,2304,20,19,350,141,1423,203,195,124,939,3,4,10
54095,3350,134,15,684,140,573,242,232,116,124,7,2,38
54096,3089,9,22,404,60,2687,189,189,131,1321,1,3,33
54097,2653,9,21,426,161,808,191,192,133,532,2,3,33
54098,3322,24,9,430,98,2926,216,222,142,3301,7,3,32
54099,2909,36,4,180,11,2125,219,230,148,604,1,3,32
54100,2986,344,7,684,98,1371,206,229,162,2202,2,3,32
54101,2931,200,11,691,87,2718,216,250,167,1742,2,3,26
54102,3088,316,14,85,-2,3797,182,227,185,997,1,3,22
54103,3143,339,20,300,106,2285,173,207,171,1127,1,3,32
54104,2836,300,16,524,104,175,173,232,198,1806,2,3,10
54105,3261,17,22,242,58,2037,196,190,123,1207,1,3,39
54106,2782,74,12,30,-4,604,235,217,112,201,5,1,30
54107,2842,43,13,553,54,960,222,212,122,1561,2,3,11
54108,2782,77,17,390,32,1727,239,207,94,1795,2,1,29
54109,2465,203,36,95,45,1480,178,244,175,674,3,3,4
54110,2930,332,7,532,46,1345,204,231,167,1230,2,3,32
54111,3134,308,6,85,4,4537,204,236,171,3422,1,1,29
54112,2441,97,28,150,47,875,251,189,47,1001,3,3,4
54113,3035,333,4,30,6,1879,210,234,163,1680,1,1,30
54114,3084,62,5,430,30,2952,224,230,142,1655,2,3,32
54115,3244,90,3,342,39,3202,225,234,145,4606,1,1,39
54116,3290,293,22,362,62,1740,151,228,215,834,1,3,31
54117,3237,64,13,268,78,742,232,213,111,1689,1,1,22
54118,2823,233,17,85,9,1195,189,253,198,218,1,3,13
54119,3060,80,16,30,7,2597,239,210,97,3073,2,3,24
54120,3005,352,13,153,25,4290,196,217,158,854,2,1,29
54121,3084,18,10,150,18,2443,212,218,142,2296,1,3,32
54122,2984,84,2,192,17,4945,222,235,149,1384,2,1,29
54123,3008,108,14,573,32,5484,244,222,104,1495,2,1,29
54124,3048,277,8,30,-3,182,199,242,182,571,1,2,23
54125,2801,341,12,42,5,2442,194,222,166,1176,2,3,31
54126,3237,225,5,534,3,495,213,245,169,577,1,3,32
54127,2805,306,16,192,54,2340,174,229,195,864,2,3,24
54128,3145,295,11,418,76,256,189,237,188,1337,2,1,22
54129,3158,262,15,108,18,1260,182,246,202,1340,1,2,40
54130,3120,294,11,30,2,3728,188,237,189,1919,1,1,24
54131,2879,37,9,283,35,1510,220,219,134,1062,2,3,32
54132,2409,76,13,95,38,926,236,216,109,524,3,4,6
54133,3045,323,14,108,14,4741,184,225,180,853,1,1,29
54134,2902,224,15,540,102,2516,200,253,187,1848,2,3,26
54135,2763,62,10,67,0,1920,229,218,121,1248,2,1,29
54136,3242,229,17,693,166,6118,192,253,195,2121,2,1,30
54137,3040,108,9,552,-23,1198,236,230,125,1315,2,1,29
54138,2917,117,15,150,26,633,244,225,106,1739,2,3,33
54139,3035,20,21,812,166,2512,201,191,120,1680,2,3,24
54140,2837,32,15,150,26,3528,216,207,124,5950,2,1,29
54141,2944,33,11,0,0,2187,218,215,132,716,1,1,20
54142,2646,119,19,85,33,1917,249,220,92,4742,2,1,12
54143,3415,285,20,601,201,841,160,235,213,1120,1,2,33
54144,2524,49,22,150,47,892,223,188,89,994,3,4,10
54145,3010,67,5,67,3,3002,226,229,138,1611,2,1,29
54146,2986,329,17,153,41,3084,177,217,179,1511,1,3,33
54147,3275,347,20,871,199,1044,177,203,161,2254,2,3,33
54148,3337,179,21,120,25,1614,224,247,146,3107,1,1,38
54149,3029,81,7,201,25,1771,230,227,129,1689,1,1,22
54150,2774,243,3,300,23,1827,213,242,166,2763,2,1,12
54151,2964,233,9,30,8,1648,205,249,180,1558,5,3,32
54152,2640,111,8,0,0,1276,234,231,129,1120,2,3,13
54153,3148,113,23,234,77,765,252,210,74,541,2,3,33
54154,3208,51,6,242,17,4971,223,227,139,2126,1,1,22
54155,2345,332,22,350,39,1032,162,206,180,1291,6,4,10
54156,2814,90,11,212,46,3930,237,223,116,5373,2,1,30
54157,3159,33,11,190,-20,1959,218,216,133,1678,1,1,29
54158,3251,35,10,30,0,3263,219,218,134,2837,7,3,39
54159,2812,67,6,300,2,2109,227,228,135,2221,2,1,12
54160,2929,138,11,0,0,1292,237,236,129,3209,1,1,23
54161,3204,313,8,516,81,1451,199,234,175,2366,1,3,33
54162,3171,279,9,30,5,782,196,241,184,1537,1,3,23
54163,2988,141,7,295,28,2042,230,238,141,899,2,3,32
54164,3231,281,11,395,58,2942,189,241,192,902,2,3,32
54165,2729,103,18,30,0,1830,248,213,87,1862,2,3,13
54166,3179,7,8,285,64,350,210,224,151,2343,1,2,32
54167,2842,121,15,67,-1,4751,244,227,107,67,2,1,30
54168,2786,93,4,60,2,2300,226,233,142,1298,2,1,23
54169,2980,165,3,192,25,840,222,240,154,201,2,3,32
54170,2815,225,2,417,53,1865,216,241,162,2779,2,1,29
54171,3190,114,13,540,52,510,242,227,112,1926,2,1,23
54172,2939,277,6,376,23,5252,205,241,175,2125,2,1,29
54173,3334,293,14,768,165,4411,180,236,196,2609,1,3,38
54174,2509,246,26,360,130,780,156,249,222,1487,3,3,10
54175,3049,229,5,366,61,2382,212,245,170,1256,2,3,32
54176,2888,77,17,510,75,616,239,206,91,779,1,3,33
54177,3201,335,15,577,62,2094,184,218,173,306,1,3,33
54178,2960,353,15,124,26,4096,194,214,157,525,1,1,20
54179,2642,254,3,124,-4,543,212,242,168,1559,2,1,12
54180,3136,299,8,60,10,1506,197,237,180,685,1,3,23
54181,2668,188,8,95,25,1471,221,247,159,6487,2,1,29
54182,2777,63,13,180,22,1294,231,213,112,759,2,3,31
54183,2525,351,21,60,51,1583,177,198,156,443,3,3,10
54184,2995,25,13,120,36,4147,213,212,133,2260,2,1,24
54185,2910,106,6,127,17,371,231,232,135,424,2,3,22
54186,2543,149,6,301,36,351,227,240,146,1116,2,1,12
54187,3127,131,17,134,29,1682,245,229,106,3249,1,3,33
54188,2475,348,18,60,1,845,185,209,161,706,6,3,10
54189,3101,112,8,175,-1,680,234,232,130,1449,1,1,22
54190,2952,253,14,499,59,5955,187,249,199,6099,2,1,29
54191,3087,69,15,295,32,4752,234,210,103,664,2,1,30
